age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,earn,capital-remain
1, Private, 7th-8th, Separated, Other-service, Not-in-family, White,,0, United-States, <=50K.,0
1,, HS-grad, Never-married, Sales, Not-in-family,, Female,, United-States, >50K.,
, Private, Bachelors,,, Not-in-family, White, Male,1, United-States, <=50K.,0
1, Private, Bachelors,, Prof-specialty, Husband, White, Male,1,, <=50K.,0
1, Private, Some-college, Divorced,, Unmarried, White, Female,0, United-States, <=50K.,
, Local-gov, Some-college,, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,, <=50K.,0
1, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,, United-States, <=50K.,0
1, Private, Masters, Never-married, Prof-specialty, Not-in-family, White,,0, England, >50K.,0
1, Self-emp-not-inc,,, Farming-fishing, Husband, White, Male,1, United-States, <=50K.,0
0, Private, 10th,, Craft-repair,, White,,, United-States, <=50K.,0
1, Local-gov,, Divorced, Prof-specialty, Unmarried,, Female,0, United-States, <=50K.,
, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
1, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,, Male,0,, <=50K.,1
1, Private, HS-grad, Married-civ-spouse, Other-service, Husband,, Male,, United-States, <=50K.,0
1, State-gov, Assoc-voc, Never-married, Adm-clerical,, White, Male,0,, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Tech-support,, White,,0, United-States, >50K.,0
, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White,,0, United-States, <=50K.,0
1, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,1, United-States, >50K.,1
, Private, 9th,, Craft-repair, Other-relative, Black, Male,0, United-States, <=50K.,0
1, Federal-gov, HS-grad, Married-civ-spouse, Tech-support,, White,,1, United-States, >50K.,1
1, Private,, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, <=50K.,0
1,, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,, United-States, <=50K.,0
, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
1, Private, Some-college,, Sales,,,,0, United-States, >50K.,0
, Private, HS-grad,, Other-service, Unmarried, White, Female,0, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad,, Farming-fishing, Husband, White, Male,1, United-States, >50K.,
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,, <=50K.,0
1, Private,, Married-civ-spouse,, Husband, White, Male,0,, <=50K.,
, Self-emp-not-inc, HS-grad,, Exec-managerial, Not-in-family, White, Male,0, United-States, <=50K.,0
, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White,,0, United-States, >50K.,1
1,, Assoc-acdm,,, Wife, White, Female,,, >50K.,
1, Private, Some-college, Married-civ-spouse,, Husband, White,,1, United-States, >50K.,0
1, Private, HS-grad,, Machine-op-inspct, Own-child,, Male,0,, <=50K.,0
0, Private, 12th,, Sales, Own-child, White, Female,0, United-States, <=50K.,0
1, State-gov, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,,, <=50K.,
1, Private,, Divorced,, Not-in-family, White, Male,0, United-States, <=50K.,0
, Private, HS-grad, Separated, Machine-op-inspct,, Black, Male,, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Other-service, Other-relative,,,0, United-States, <=50K.,0
1, Private, Some-college,, Exec-managerial, Husband, White,,, United-States, <=50K.,0
2, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White,,0, United-States, >50K.,
1,, HS-grad,, Transport-moving, Not-in-family, White, Male,0, United-States, >50K.,1
1,, HS-grad,,,, Black, Female,0, United-States, <=50K.,0
0, Private, Some-college,, Handlers-cleaners, Wife,, Female,0, United-States, <=50K.,0
1, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Private,, Divorced, Transport-moving, Not-in-family, White, Male,1, United-States, <=50K.,0
0, Private, 12th, Never-married, Prof-specialty, Own-child, White,,0,, <=50K.,
, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,, <=50K.,0
1,, Bachelors, Never-married, Sales,, White, Female,, United-States, <=50K.,0
1, Private,, Never-married, Machine-op-inspct, Not-in-family, White,,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,,, >50K.,0
1,,, Never-married, Sales, Unmarried, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White,,0, United-States, <=50K.,
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,, Male,, United-States, >50K.,
1, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty,, White, Male,0, United-States, <=50K.,0
1,, 10th,,, Not-in-family,, Female,0,, <=50K.,0
1,, Bachelors, Married-civ-spouse, Prof-specialty, Husband,, Male,0, United-States, <=50K.,0
, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,, United-States, <=50K.,
1,, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0, United-States, <=50K.,0
1, Local-gov, 10th, Never-married,, Not-in-family, White, Male,0,, <=50K.,
1, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White,,0, United-States, >50K.,0
1, Private, HS-grad, Never-married, Adm-clerical, Unmarried,, Female,0, Jamaica, <=50K.,0
1,, HS-grad, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K.,0
, Self-emp-not-inc, HS-grad, Married-civ-spouse,, Husband, White, Male,, United-States, >50K.,0
0, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,, <=50K.,0
1, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,, <=50K.,
, Private,, Never-married, Exec-managerial, Not-in-family,, Female,0, United-States, <=50K.,
1,,, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Self-emp-inc, Some-college, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
1, Private, Some-college,, Exec-managerial, Husband, White, Male,0, United-States, >50K.,
1, Private, HS-grad,, Other-service,, Black, Female,0, United-States, <=50K.,0
1, Local-gov,, Never-married, Protective-serv,, White, Male,0,, <=50K.,
, Self-emp-not-inc,, Married-civ-spouse, Farming-fishing,, White, Male,0, United-States, <=50K.,0
1, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial,, White, Male,, United-States, <=50K.,0
1, Private,, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
,, Some-college,, Adm-clerical, Husband, White,,0, United-States, <=50K.,0
1, Private, HS-grad,, Craft-repair, Not-in-family, White, Male,0,, <=50K.,0
,,,, Craft-repair, Husband, White, Male,0, United-States, >50K.,0
1,, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,,0, United-States, >50K.,0
1, Private, Some-college, Divorced, Exec-managerial, Not-in-family,, Male,1, Puerto-Rico, <=50K.,0
1, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,, United-States, >50K.,0
1, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,, <=50K.,
1, Private, 12th, Never-married, Craft-repair, Unmarried, White, Male,0, United-States, <=50K.,0
1, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family,, Male,0, United-States, <=50K.,
1,, Some-college,, Craft-repair,,, Male,0, Mexico, <=50K.,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0, United-States, >50K.,0
1, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,1, United-States, >50K.,1
1, Private, Masters,, Exec-managerial, Not-in-family, White, Female,0, United-States, <=50K.,
1, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, United-States, >50K.,1
2, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0, United-States, <=50K.,0
1, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing,, White, Male,0, United-States, <=50K.,0
0, Private, HS-grad, Never-married, Craft-repair, Own-child, White,,0, United-States, <=50K.,0
2, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0, United-States, <=50K.,0
0, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,, >50K.,0
1,,, Divorced, Protective-serv, Not-in-family,, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial,, White,,1, United-States, <=50K.,0
1, Self-emp-not-inc, Some-college,, Exec-managerial, Not-in-family, White, Female,1,, <=50K.,0
1,, Some-college,, Adm-clerical, Wife, White,,, United-States, <=50K.,0
1,, Some-college, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
1, State-gov,, Never-married, Other-service, Own-child, Black, Female,0, United-States, <=50K.,0
1, Private,, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair,, White,,0, United-States, >50K.,0
1, Private, Masters,, Prof-specialty, Not-in-family, White,,1, United-States, <=50K.,0
0,, HS-grad, Never-married, Adm-clerical,, White, Female,0, United-States, <=50K.,0
1,, Some-college, Never-married,, Own-child, Black, Female,, United-States, <=50K.,0
1, Private, 12th, Married-civ-spouse,, Husband,, Male,0, United-States, <=50K.,
0,,, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Sales,, Black, Female,0, United-States, <=50K.,0
, Private, Some-college,,, Husband, White, Male,1, United-States, <=50K.,0
,, Some-college, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
1,,, Married-civ-spouse, Exec-managerial, Husband,, Male,1, United-States, <=50K.,0
1, Private, Some-college, Separated,, Not-in-family, White, Male,0,, >50K.,0
1, Private, Bachelors, Divorced, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K.,0
1, State-gov,, Never-married, Exec-managerial,, White, Female,0,, <=50K.,
,, HS-grad,, Adm-clerical, Own-child, White, Female,0, United-States, <=50K.,0
1,, Bachelors, Never-married,, Not-in-family, White,,1, United-States, <=50K.,
1, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,, >50K.,
1,,,, Sales, Unmarried, White,,0, United-States, <=50K.,0
1, Private, Some-college,, Adm-clerical, Unmarried, White, Female,0,, <=50K.,0
1, Self-emp-not-inc,, Never-married,, Not-in-family, White, Male,0, United-States, >50K.,0
, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,, Male,,, <=50K.,0
1,, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, United-States, >50K.,0
2,, HS-grad,, Machine-op-inspct, Husband,, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0, United-States, <=50K.,
0, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male,0, United-States, <=50K.,0
, Local-gov,, Never-married, Other-service, Own-child,, Male,0, United-States, <=50K.,0
,, Assoc-voc,, Sales, Not-in-family, Black, Male,,, <=50K.,0
1, Private,, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Divorced,, Unmarried,,,,, <=50K.,0
1, Private, Assoc-acdm, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
1, Private, Masters,,, Not-in-family, White, Female,0,, <=50K.,0
0, Private, 9th, Never-married, Handlers-cleaners, Own-child, White,,0,, <=50K.,
1, Private, 9th, Separated, Other-service, Not-in-family, Black, Male,0, United-States, <=50K.,0
, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,, United-States, <=50K.,0
1, Private, 12th,, Protective-serv, Other-relative,, Male,0, United-States, <=50K.,0
1, Local-gov, Bachelors, Divorced, Prof-specialty,, White, Female,1,, >50K.,0
1, Private, HS-grad, Divorced, Adm-clerical,, White, Female,0,, >50K.,1
1, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0, United-States, <=50K.,0
2, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,1, United-States, <=50K.,
1, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1,, >50K.,0
1, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White,,0, United-States, <=50K.,0
, Self-emp-inc, HS-grad,, Exec-managerial, Husband, White, Male,1, United-States, >50K.,0
1, Private, Bachelors,, Exec-managerial, Own-child, White, Female,0, United-States, <=50K.,
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
1, Private, Some-college,, Adm-clerical,, White, Female,0, United-States, <=50K.,0
1, Private,, Never-married, Exec-managerial,, White, Female,,, <=50K.,0
1,,, Married-civ-spouse, Adm-clerical, Husband, White, Male,, United-States, >50K.,
1, Self-emp-not-inc, 11th, Married-civ-spouse,, Husband, White, Male,1, United-States, <=50K.,
1, Private, Bachelors, Divorced, Sales, Unmarried,, Female,0, China, <=50K.,
1, Private, HS-grad,,,, White, Male,0, United-States, <=50K.,
1, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0, United-States, <=50K.,1
, Self-emp-inc,, Married-civ-spouse, Exec-managerial,,, Male,1, United-States, >50K.,0
1, Local-gov, 11th, Widowed, Protective-serv, Unmarried,, Female,,, <=50K.,0
,, HS-grad, Separated, Machine-op-inspct,, White, Male,0, United-States, <=50K.,0
1, Federal-gov, HS-grad,,,, White, Female,0, Mexico, <=50K.,0
1, Private, Bachelors,, Sales, Husband, White, Male,1, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Adm-clerical, Own-child,, Female,0, United-States, <=50K.,0
, Private, 11th, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K.,0
2, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband,, Male,1,, >50K.,
1, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,, >50K.,
1, Private, Some-college,,, Husband,, Male,1, United-States, <=50K.,
1,, 5th-6th,,, Other-relative, White, Female,0, El-Salvador, <=50K.,0
0, Private,, Never-married, Exec-managerial, Unmarried, Black, Female,0, United-States, <=50K.,0
1,, Some-college, Married-spouse-absent, Other-service,,,,0,, <=50K.,
1, Private, Some-college, Never-married,, Unmarried, White, Female,, United-States, <=50K.,0
1, Private,, Widowed,, Unmarried, White,,0, United-States, <=50K.,0
2, Self-emp-not-inc, Preschool, Widowed, Exec-managerial,, White, Female,1, United-States, <=50K.,0
1, Private, HS-grad, Separated, Other-service,, White, Female,, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White,,0, United-States, <=50K.,0
1, Private,, Married-civ-spouse, Transport-moving, Husband, White, Male,,, <=50K.,0
1, Private,, Never-married, Exec-managerial, Not-in-family, White,,0,, <=50K.,0
1, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,, <=50K.,0
1, Local-gov, HS-grad, Separated, Adm-clerical,, Black,,0, United-States, <=50K.,0
, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, >50K.,0
, Private, Bachelors, Never-married, Sales, Not-in-family,, Male,1, United-States, >50K.,0
1, Private,, Married-AF-spouse,,, White,,0, United-States, <=50K.,0
1,,,,, Husband, White, Male,0, United-States, >50K.,0
, Private, Bachelors, Never-married,, Not-in-family,, Male,0,, <=50K.,0
2,, HS-grad, Widowed,, Not-in-family, White,,0, United-States, <=50K.,0
, Local-gov, Prof-school, Divorced,,, White,,, Germany, <=50K.,0
1,,,, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K.,
1, Local-gov, Bachelors,, Protective-serv,,, Male,0, United-States, <=50K.,
1, Private, HS-grad, Married-civ-spouse,, Husband, White,,0, United-States, <=50K.,0
1,,, Never-married,, Own-child,, Male,0, United-States, <=50K.,0
1, Private,, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,
, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0, United-States, >50K.,0
1, Private, Doctorate, Married-civ-spouse, Prof-specialty,, Asian-Pac-Islander, Male,0, Taiwan, >50K.,1
1, Private, Some-college, Never-married, Adm-clerical, Own-child,,,0, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Adm-clerical,, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad,,, Unmarried,, Female,1, United-States, <=50K.,
1, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative,,,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,,0, United-States, >50K.,0
1, Private,, Divorced, Handlers-cleaners, Unmarried, White, Female,0, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse,, Husband,, Male,0, Dominican-Republic, <=50K.,
1, Local-gov, Bachelors,, Sales, Unmarried, Black, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black,,0, United-States, <=50K.,
1, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,1,, <=50K.,
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0,, <=50K.,0
1, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0, Mexico, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Adm-clerical,, White,,0,, >50K.,
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1,, >50K.,0
1, Private, Assoc-voc, Never-married, Sales, Not-in-family,, Female,0, United-States, <=50K.,
1, Private,, Married-civ-spouse,, Wife,, Female,0, United-States, >50K.,1
1, Federal-gov,, Married-civ-spouse, Adm-clerical, Husband, White,,0,, >50K.,0
, Private, Some-college, Never-married, Adm-clerical,, White, Female,0, United-States, <=50K.,0
, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,, United-States, <=50K.,0
0, Private, HS-grad, Never-married, Farming-fishing,, White,,0,, <=50K.,0
1, Private,, Never-married,,, White,,0, United-States, <=50K.,0
2, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, United-States, >50K.,0
1, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,, Male,1,, <=50K.,0
, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,, Male,0, United-States, <=50K.,0
1,, Some-college, Divorced,, Unmarried,, Male,0, United-States, <=50K.,1
1,, Assoc-voc, Divorced, Adm-clerical, Not-in-family,, Female,0,, <=50K.,0
1, Private, HS-grad,, Transport-moving, Unmarried,, Male,0, United-States, <=50K.,0
1, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,, United-States, <=50K.,0
1, Private, Assoc-voc, Married-civ-spouse,, Husband,, Male,0, United-States, >50K.,0
, Private, HS-grad, Never-married, Handlers-cleaners,, White, Male,0, United-States, <=50K.,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0, United-States, <=50K.,0
0,, HS-grad, Never-married,, Own-child, White,,, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,, United-States, <=50K.,0
, Private, Assoc-acdm, Never-married, Sales,, White, Male,0, United-States, <=50K.,0
1,, Some-college, Never-married, Prof-specialty,, White, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1, United-States, >50K.,0
1,,, Married-civ-spouse, Craft-repair, Husband, White,,, United-States, <=50K.,0
, Private, HS-grad,, Adm-clerical, Not-in-family, White, Female,0,, <=50K.,
, Private,,, Prof-specialty,,, Male,0, United-States, <=50K.,
0,,,, Other-service, Not-in-family,, Female,0, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse,, Husband, White, Male,0,, >50K.,
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0, United-States, >50K.,0
, Private, Bachelors,, Tech-support, Husband, White, Male,0, United-States, >50K.,0
0, Private,, Never-married, Prof-specialty, Own-child, White, Male,0, United-States, <=50K.,0
1, Self-emp-not-inc,,, Craft-repair, Husband, White,,1,, <=50K.,0
1, Private, Bachelors, Married-civ-spouse,, Other-relative,,,0,, <=50K.,0
1, Private, HS-grad, Divorced,, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0, United-States, <=50K.,0
, Private,,, Exec-managerial, Husband, White, Male,1, United-States, >50K.,
, Private, HS-grad,, Craft-repair,, White, Male,, United-States, <=50K.,0
, Private, Bachelors, Never-married,, Not-in-family, White,,, United-States, <=50K.,0
1, Private, Assoc-voc,, Exec-managerial, Husband, Black, Male,, United-States, >50K.,0
1, Private, Some-college, Divorced, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K.,0
1, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White,,, United-States, <=50K.,0
1, Private, 11th, Never-married, Handlers-cleaners, Other-relative, White, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0, United-States, >50K.,0
, Private, HS-grad, Married-civ-spouse, Sales, Husband,, Male,1, United-States, <=50K.,0
1, Private, Some-college,, Tech-support, Husband, White,,, United-States, <=50K.,0
1, Self-emp-not-inc,,, Craft-repair, Not-in-family, White,,0, United-States, <=50K.,0
1, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial,, White, Male,0, United-States, <=50K.,0
1, State-gov, Some-college, Never-married, Adm-clerical, Own-child,, Male,0, United-States, <=50K.,0
, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White,,0, United-States, <=50K.,0
1, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black,,0,, <=50K.,0
0,,, Never-married,, Other-relative, White, Male,0, United-States, <=50K.,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Craft-repair,,,,0, United-States, <=50K.,
1,, HS-grad, Never-married,,, White, Male,0, United-States, <=50K.,
, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,, <=50K.,0
1,, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,, Portugal, <=50K.,
1, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,,, >50K.,0
1,, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,, <=50K.,0
1,, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,,1, United-States, >50K.,0
, Private,, Married-civ-spouse, Craft-repair,, White, Male,0, United-States, <=50K.,
1,, HS-grad, Divorced, Other-service, Unmarried, White, Female,, United-States, <=50K.,0
1, Private, Masters, Divorced, Exec-managerial, Unmarried, White,,0, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Separated, Sales,, White,,,, <=50K.,0
0,, Some-college, Never-married,,, White, Male,0,, <=50K.,0
2,, 11th,, Machine-op-inspct, Not-in-family, White, Female,0,, <=50K.,0
1, Private,, Never-married,, Own-child, White, Male,1, United-States, <=50K.,
,, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,, United-States, <=50K.,0
1, Private, Bachelors, Widowed, Sales, Unmarried,,,0, United-States, <=50K.,0
1,, Some-college,, Transport-moving,, Amer-Indian-Eskimo, Male,0, United-States, >50K.,0
1, Private, Bachelors, Never-married, Transport-moving,, White, Female,1, United-States, <=50K.,0
1, Private, Prof-school, Divorced, Tech-support, Unmarried, White,,0,, >50K.,0
2,, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,, United-States, <=50K.,
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1, United-States, >50K.,0
1,, Bachelors,, Exec-managerial, Unmarried,, Male,0, United-States, <=50K.,
1, Private,,, Adm-clerical,, White, Female,0, United-States, <=50K.,0
1,, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0, United-States, <=50K.,0
1, Private, Bachelors,, Prof-specialty, Not-in-family,,,0, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad, Never-married,,, White, Male,0,, <=50K.,0
1, Private,, Never-married, Adm-clerical, Unmarried, Black, Female,0, United-States, <=50K.,0
, Local-gov, Masters,, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,, >50K.,0
1,, Bachelors,,,, White, Male,0,, >50K.,0
2,, 1st-4th, Separated,, Not-in-family, Black, Male,0, United-States, <=50K.,0
1, Private, Some-college, Never-married, Handlers-cleaners, Own-child,, Male,0, United-States, <=50K.,0
1, Private, 11th, Never-married, Handlers-cleaners, Own-child, White,,0, United-States, <=50K.,0
1,,, Married-civ-spouse, Craft-repair, Husband, White,,0, United-States, <=50K.,0
1, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,1, United-States, >50K.,0
1, Private,, Married-civ-spouse, Adm-clerical, Husband,, Male,, United-States, >50K.,1
2,, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,1, United-States, <=50K.,0
1,, Some-college, Never-married, Sales, Own-child, White, Male,1, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,, United-States, <=50K.,0
, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0, United-States, <=50K.,
, Private, 11th, Never-married, Handlers-cleaners,, White, Male,0, United-States, <=50K.,0
1, Private, HS-grad, Divorced, Sales,, White, Female,0, United-States, <=50K.,
1, Private, HS-grad, Never-married, Craft-repair,, White, Male,0, United-States, <=50K.,
1, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0, United-States, <=50K.,0
0, Private,, Married-spouse-absent,, Own-child, White, Male,, United-States, <=50K.,
1,, Masters, Never-married, Exec-managerial,,, Female,0, United-States, >50K.,1
1, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0, United-States, <=50K.,
1, Private, HS-grad, Married-civ-spouse, Tech-support,, White, Male,1, United-States, >50K.,0
1, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,1, United-States, <=50K.,
,, HS-grad, Never-married, Farming-fishing,, White,,, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
, Private, Assoc-acdm, Never-married, Exec-managerial,, White, Male,0,, <=50K.,
, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo,,1, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Prof-specialty,, White, Male,, United-States, <=50K.,0
1, Private, HS-grad, Separated,, Own-child, White, Male,1, United-States, <=50K.,0
1, Private, HS-grad,, Adm-clerical,, White, Female,0,, <=50K.,
1, Private,, Never-married, Other-service, Not-in-family, White, Male,0, United-States, <=50K.,
1, Private, Some-college,, Other-service, Own-child, White,,0, United-States, <=50K.,
1, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,, United-States, <=50K.,0
1,,, Divorced, Craft-repair,, White, Male,0, United-States, <=50K.,
1, Private, HS-grad, Never-married,, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0, United-States, <=50K.,0
1, Self-emp-not-inc, 11th, Separated,,, White, Male,, United-States, <=50K.,0
